일련번호,관리번호,공원명,공원유형,시설명,소재지도로명주소,군구명,소재지지번주소,위도,경도,공원면적,주민운동시설,유희시설,편의시설,교양시설,기타시설,고시일,관리기관명,전화번호,X좌표,Y좌표,출처,비고
317,28200-00133,골마루공원,근린공원,농구장,인천광역시 남동구 만수6동 1049-1,남동구,인천광역시 남동구 만수6동 1049-1,37.4392326,126.7362562,1602,"배드민턴장,족구장,농구장,운동장,테니스장,풋살장","조합놀이대,시소",화장실,,,1989-06-10,인천광역시 남동구청,032-453-2850,176577.9934,537786.2734,인천광역시 남동구청,
318,28200-00133,골마루공원,근린공원,운동장,인천광역시 남동구 만수6동 1049-1,남동구,인천광역시 남동구 만수6동 1049-1,37.4392326,126.7362562,1602,"배드민턴장,족구장,농구장,운동장,테니스장,풋살장","조합놀이대,시소",화장실,,,1989-06-10,인천광역시 남동구청,032-453-2850,176615.7356,537796.4786,인천광역시 남동구청,
319,28200-00133,골마루공원,근린공원,테니스장,인천광역시 남동구 만수6동 1049-1,남동구,인천광역시 남동구 만수6동 1049-1,37.4392326,126.7362562,1602,"배드민턴장,족구장,농구장,운동장,테니스장,풋살장","조합놀이대,시소",화장실,,,1989-06-10,인천광역시 남동구청,032-453-2850,176669.0331,537640.4265,인천광역시 남동구청,
320,28200-00133,골마루공원,근린공원,풋살장,인천광역시 남동구 만수6동 1049-1,남동구,인천광역시 남동구 만수6동 1049-1,37.4392326,126.7362562,1602,"배드민턴장,족구장,농구장,운동장,테니스장,풋살장","조합놀이대,시소",화장실,,,1989-06-10,인천광역시 남동구청,032-453-2850,176636.6042,537694.4756,인천광역시 남동구청,
321,28200-00135,창대공원,어린이공원,소운동장,인천광역시 남동구 만수동 1083-1,남동구,인천광역시 남동구 만수동 1083-1,37.4474843,126.7361705,1774,"소운동장,야외운동기구",조합놀이대,음수전,,,1990-04-30,인천광역시 남동구청,032-453-2850,176644.9772,538719.971,인천광역시 남동구청,야외운동기구 추가
322,28200-00139,장자공원,어린이공원,풋살장,인천광역시 남동구 장수동 766-2,남동구,인천광역시 남동구 장수동 766-2,37.4588216,126.7604671,45701,"농구장,풋살장","조합놀이대,시소",,,,1994-04-18,인천광역시 남동구청,032-453-2850,177943.5871,539192.1472,인천광역시 남동구청,풋살장 추가
323,28200-00148,새진매공원,어린이공원,배드민턴장,인천광역시 남동구 논현동 555,남동구,인천광역시 남동구 논현동 555,37.415805,126.7128889,1505,"배드민턴장,야외운동기구","조합놀이대,회전무대,시소",,,,1994-10-24,인천광역시 남동구청,032-453-2850,174593.5692,535198.8588,인천광역시 남동구청,야외운동기구 추가
324,28200-00152,주적공원,어린이공원,배드민턴장,인천광역시 남동구 도림동 637-2,남동구,인천광역시 남동구 도림동 637-2,37.4162485,126.7294816,246,배드민턴장,"조합놀이대,그물망,놀이시설",,,,1995-08-29,인천광역시 남동구청,032-453-2850,176068.7306,535251.3933,인천광역시 남동구청,
325,28200-00155,오봉공원,근린공원,배드민턴장,인천광역시 남동구 도림동 631,남동구,인천광역시 남동구 도림동 631,37.4176482,126.7305311,1826,"농구장,배드민턴장,야외운동기구",,화장실,,,1995-08-29,인천광역시 남동구청,032-453-2850,176164.0641,535321.9723,인천광역시 남동구청,야외운동기구 추가
326,28200-00156,서창공원,근린공원,배드민턴장,인천광역시 남동구 서창동 558-1일원,남동구,인천광역시 남동구 서창동 558-1일원,37.4365283,126.7468895,2064,"농구장,배드민턴장",,음수대,,,1995-08-29,인천광역시 남동구청,032-453-2850,177553.4511,537340.707,인천광역시 남동구청,배드민턴장 추가
327,28200-00003,푸른솔공원,어린이공원,배드민턴장,인천광역시 남동구 논현동 642-3,남동구,인천광역시 남동구 논현동 642-3,37.4033481,126.7012709,33253,배드민턴장(족구장겸용),,,,,2000-03-31,인천광역시 남동구청,032-453-2850,174414.1786,533422.7853,인천광역시 남동구청,
328,28200-00012,갯마을공원,어린이공원,배드민턴장,인천광역시 남동구 논현동 664-3,남동구,인천광역시 남동구 논현동 664-3,37.3975207,126.700739,1568,"배드민턴장,야외운동기구","놀이벽,조합놀이대,흔들놀이",,,,2000-03-31,인천광역시 남동구청,032-453-2850,176569.6491,533826.4138,인천광역시 남동구청,야외운동기구 추가
329,28200-00016,논현포대공원,근린공원,게이트볼장,"인천광역시 남동구 논현동 578-1,648-1,644-1",남동구,"인천광역시 남동구 논현동 578-1,648-1,644-1",37.4075188,126.7056111,1500,"게이트볼장,농구장,배드민턴장,테니스장,다목적운동장,X-게임장",조합놀이대,"화장실,음수전,관리사무소",야외음악당,,2000-03-31,인천광역시 남동구청,032-453-2850,174302.675,534419.4187,인천광역시 남동구청,"다목적운동장,X-게임장 추가"
330,28200-00016,논현포대공원,근린공원,농구장,"인천광역시 남동구 논현동 578-1,648-1,644-1",남동구,"인천광역시 남동구 논현동 578-1,648-1,644-1",37.4075188,126.7056111,1500,"게이트볼장,농구장,배드민턴장,테니스장,다목적운동장,X-게임장",조합놀이대,"화장실,음수전,관리사무소",야외음악당,,2000-03-31,인천광역시 남동구청,032-453-2850,174043.6081,533674.694,인천광역시 남동구청,"다목적운동장,X-게임장 추가"
331,28200-00016,논현포대공원,근린공원,배드민턴장,"인천광역시 남동구 논현동 578-1,648-1,644-1",남동구,"인천광역시 남동구 논현동 578-1,648-1,644-1",37.4075188,126.7056111,1500,"게이트볼장,농구장,배드민턴장,테니스장,다목적운동장,X-게임장",조합놀이대,"화장실,음수전,관리사무소",야외음악당,,2000-03-31,인천광역시 남동구청,032-453-2850,174324.5462,534456.1762,인천광역시 남동구청,"다목적운동장,X-게임장 추가"
332,28200-00016,논현포대공원,근린공원,테니스장,"인천광역시 남동구 논현동 578-1,648-1,644-1",남동구,"인천광역시 남동구 논현동 578-1,648-1,644-1",37.4075188,126.7056111,1500,"게이트볼장,농구장,배드민턴장,테니스장,다목적운동장,X-게임장",조합놀이대,"화장실,음수전,관리사무소",야외음악당,,2000-03-31,인천광역시 남동구청,032-453-2850,174243.0526,534258.0707,인천광역시 남동구청,"다목적운동장,X-게임장 추가"
333,28200-00017,논현중앙공원,근린공원,배드민턴장,"인천광역시 남동구 논현동 594-24, 605-13,611-7",남동구,"인천광역시 남동구 논현동 594-24, 605-13,611-7",37.4075188,126.7056111,479,배드민턴장,조합놀이대,"화장실,음수전",,,2000-03-31,인천광역시 남동구청,032-453-2850,175730.7909,533873.3433,인천광역시 남동구청,
334,28200-00021,도림산공원,어린이공원,야외운동기구,인천광역시 남동구 도림동 674-1,남동구,인천광역시 남동구 도림동 674-1,37.4184043,126.7259006,1280,"야외운동기구,배드민턴장",조합놀이대,,,,2000-06-30,인천광역시 남동구청,032-453-2850,175846.2103,535414.0946,인천광역시 남동구청,농구장->배드민턴장 변경
335,28200-00021,도림산공원,어린이공원,배드민턴장,인천광역시 남동구 도림동 674-1,남동구,인천광역시 남동구 도림동 674-1,37.4184043,126.7259006,1280,"야외운동기구,배드민턴장",조합놀이대,,,,2000-06-30,인천광역시 남동구청,032-453-2850,175837.9718,535420.4032,인천광역시 남동구청,농구장->배드민턴장 변경
336,28200-00036,돌골공원,어린이공원,배드민턴장,인천광역시 남동구 만수동822-31,남동구,인천광역시 남동구 만수동822-31,37.4619408,126.7363669,3718,"배드민턴장,야외운동기구",조합놀이대,,,,2002-03-19,인천광역시 남동구청,032-453-2850,176676.6735,540337.8436,인천광역시 남동구청,야외운동기구 추가
337,28200-00052,돌섬공원,어린이공원,배드민턴장,인천광역시 남동구 논현동 749-5,남동구,인천광역시 남동구 논현동 749-5,37.4075188,126.7056111,1500,배드민턴장,"조합놀이대,시소",,,,2006-08-07,인천광역시 남동구청,032-453-2850,175962.3738,533206.1648,인천광역시 남동구청,
338,28200-00055,늘솔길공원,근린공원,농구장,인천광역시 남동구 논현동 738-8 일원,남동구,인천광역시 남동구 논현동 738-8 일원,37.3905254,126.703404,10193,"골프연습장,농구장,테니스장,축구장",,화장실,,,2006-08-31,인천광역시 남동구청,032-453-2850,175209.3099,532052.9253,인천광역시 남동구청,
339,28200-00055,늘솔길공원,근린공원,테니스장,인천광역시 남동구 논현동 738-8 일원,남동구,인천광역시 남동구 논현동 738-8 일원,37.3905254,126.703404,10193,"골프연습장,농구장,테니스장,축구장",,화장실,,,2006-08-31,인천광역시 남동구청,032-453-2850,175224.6069,532015.3227,인천광역시 남동구청,
340,28200-00055,늘솔길공원,근린공원,축구장,인천광역시 남동구 논현동 738-8 일원,남동구,인천광역시 남동구 논현동 738-8 일원,37.3905254,126.703404,10193,"골프연습장,농구장,테니스장,축구장",,화장실,,,2006-08-31,인천광역시 남동구청,032-453-2850,175157.2434,531987.3801,인천광역시 남동구청,
341,28200-00056,한아름공원,근린공원,배드민턴장,인천광역시 남동구 논현동 756-5 일원,남동구,인천광역시 남동구 논현동 756-5 일원,37.4075188,126.7056111,11029,"배드민턴장,게이트볼장",조합놀이대,화장실,,,2006-08-31,인천광역시 남동구청,032-453-2850,176035.6274,532903.415,인천광역시 남동구청,
342,28200-00056,한아름공원,근린공원,게이트볼장,인천광역시 남동구 논현동 756-5 일원,남동구,인천광역시 남동구 논현동 756-5 일원,37.4075188,126.7056111,11029,"배드민턴장,게이트볼장",조합놀이대,화장실,,,2006-08-31,인천광역시 남동구청,032-453-2850,176031.1635,532921.6543,인천광역시 남동구청,
343,28200-00058,해오름공원,근린공원,야외운동기구,인천광역시 남동구 논현동 763-2 일원,남동구,인천광역시 남동구 논현동 763-2 일원,37.3878129,126.7117799,1502,"야외운동기구,산책로,자전거도로",,,,,2006-08-31,인천광역시 남동구청,032-453-2850,175435.1494,531720.4858,인천광역시 남동구청,
344,28200-00075,장아산공원,근린공원,풋살장,인천광역시 남동구 서창동 산29-42일원,남동구,인천광역시 남동구 서창동 산29-42일원,37.4296908,126.7523782,1430,"풋살장,야외운동기구",,"화장실,관리사무소",,,2010-09-20,인천광역시 남동구청,032-453-2850,178237.8315,536806.3275,인천광역시 남동구청,
345,28200-00076,어울공원,근린공원,야외운동기구,인천광역시 남동구 서창동 681,남동구,인천광역시 남동구 서창동 681,37.4281251,126.7465358,1241,"배드민턴장,온몸근육풀기,허리돌리기,파도타기","물놀이장,티핑버켓,워터터널,정글테마",화장실,,,2010-09-20,인천광역시 남동구청,032-453-2850,177404.9781,536643.243,인천광역시 남동구청,
346,28200-00077,물빛공원,근린공원,족구장,인천광역시 남동구 서창동 713,남동구,인천광역시 남동구 서창동 713,37.4460243,126.757127,1414,"족구장,농구장",어린이놀이터,화장실,,,2010-09-20,인천광역시 남동구청,032-453-2850,177648.7152,535800.6811,인천광역시 남동구청,
347,28200-00077,물빛공원,근린공원,농구장,인천광역시 남동구 서창동 713,남동구,인천광역시 남동구 서창동 713,37.4460243,126.757127,1414,"족구장,농구장",어린이놀이터,화장실,,,2010-09-20,인천광역시 남동구청,032-453-2850,177587.6944,535703.0874,인천광역시 남동구청,
348,28200-00082,주적체육공원,체육공원,야구장,인천광역시 남동구 남동구 도림동 413-1일원,남동구,인천광역시 남동구 남동구 도림동 413-1일원,37.4337408,126.7120825,1533,"야구장,배드민턴장,테니스장,농구장",,,,,2012-08-24,인천광역시 남동구청,032-453-2850,175597.2515,534919.5774,인천광역시 남동구청,"축구장->야구장 변경,농구장 추가"
349,28200-00082,주적체육공원,체육공원,배드민턴장,인천광역시 남동구 남동구 도림동 413-1일원,남동구,인천광역시 남동구 남동구 도림동 413-1일원,37.4337408,126.7120825,1533,"야구장,배드민턴장,테니스장,농구장",,,,,2012-08-24,인천광역시 남동구청,032-453-2850,175676.9288,535024.5425,인천광역시 남동구청,"축구장->야구장 변경,농구장 추가"
350,28200-00082,주적체육공원,체육공원,테니스장,인천광역시 남동구 남동구 도림동 413-1일원,남동구,인천광역시 남동구 남동구 도림동 413-1일원,37.4337408,126.7120825,1533,"야구장,배드민턴장,테니스장,농구장",,,,,2012-08-24,인천광역시 남동구청,032-453-2850,175630.6585,535015.3643,인천광역시 남동구청,"축구장->야구장 변경,농구장 추가"
351,28200-00083,전재울공원,근린공원,배드민턴장,인천광역시 남동구 구월1동 1501,남동구,인천광역시 남동구 구월1동 1501,37.452322,126.711693,1500,"배드민턴장,족구장",,화장실,온실,,2011-12-27,인천광역시 남동구청,032-453-2850,174500.6678,538453.06,인천광역시 남동구청,
352,28200-00083,전재울공원,근린공원,족구장,인천광역시 남동구 구월1동 1501,남동구,인천광역시 남동구 구월1동 1501,37.452322,126.711693,1500,"배드민턴장,족구장",,화장실,온실,,2011-12-27,인천광역시 남동구청,032-453-2850,174867.1705,538770.627,인천광역시 남동구청,
353,28110-00001,자유공원,근린공원,배드민턴장,인천광역시 중구 자유공원남로 25,중구,인천광역시 중구 송학동 1가 11-1,37.4745802,126.6221322,68112,"배드민턴장,게이트볼장",,"주차장,매점,화장실",,,1944-01-08,인천광역시 중구청,032-760-7584,166486.6635,541923.0878,인천광역시 중구청,
354,28110-00002,율목공원,어린이공원,농구장,인천광역시 중구 율목로45,중구,인천광역시 중구 율목동 244-1,37.4702643,126.6329925,9785,"농구장,인라인스케이트장","조합놀이대,그네,시소",화장실,,,1944-01-08,인천광역시 중구청,032-760-7584,167526.2533,541226.9696,인천광역시 중구청,
355,28110-00013,영마루공원,근린공원,풋살장,인천광역시 중구 영종대로 77(운서동),중구,인천광역시 중구 운서동 2709-1,37.4956123,126.4879083,60116,"풋살장,축구장,농구장,트랙,배드민턴장,게이트볼장","조합놀이대,그네,시소",화장실,"야외무대,도서관",공원관리사무실,1997-10-11,인천광역시 중구청,032-760-7778,154756.7936,544355.2684,인천광역시 중구청,
356,28110-00013,영마루공원,근린공원,축구장,인천광역시 중구 영종대로 77(운서동),중구,인천광역시 중구 운서동 2709-1,37.4956123,126.4879083,60116,"풋살장,축구장,농구장,트랙,배드민턴장,게이트볼장","조합놀이대,그네,시소",화장실,"야외무대,도서관",공원관리사무실,1997-10-11,인천광역시 중구청,032-760-7778,154754.4757,544293.3884,인천광역시 중구청,
357,28110-00037,파크골프공원,근린공원,골프장,,중구,인천광역시 중구 중산동 1878-2,37.4984485,126.5305415,16941,파크골프장,,,,,2006-12-05,인천광역시 중구청,032-760-7778,160585.717,543471.8341,인천광역시 중구청,
358,28110-00038,새부리공원,근린공원,배드민턴장,,중구,인천광역시 중구 운남동 1681-3 일원,37.4970748,126.5277468,14967,배드민턴장,"조합놀이대,그네,흔들놀이기구",,,,2011-01-05,인천광역시 중구청,032-760-7778,156947.2557,542354.7429,인천광역시 중구청,
359,28110-00040,하늘체육공원,체육공원,축구장,,중구,인천광역시 중구 중산동 1878-3 일원,37.4970917,126.5277468,60632,"축구장,풋살장,농구장,트랙,배드민턴장",,"주차장,화장실",,공원관리사무실,2007-11-06,인천광역시 중구청,032-760-7778,160804.036,543387.6592,인천광역시 중구청,
360,28110-00040,하늘체육공원,체육공원,풋살장,,중구,인천광역시 중구 중산동 1878-3 일원,37.4970917,126.5277468,60632,"축구장,풋살장,농구장,트랙,배드민턴장",,"주차장,화장실",,공원관리사무실,2007-11-06,인천광역시 중구청,032-760-7778,160897.2553,543352.6878,인천광역시 중구청,
361,28110-00040,하늘체육공원,체육공원,농구장,,중구,인천광역시 중구 중산동 1878-3 일원,37.4970917,126.5277468,60632,"축구장,풋살장,농구장,트랙,배드민턴장",,"주차장,화장실",,공원관리사무실,2007-11-06,인천광역시 중구청,032-760-7778,160875.7223,543370.439,인천광역시 중구청,
362,28110-00040,하늘체육공원,체육공원,배드민턴장,,중구,인천광역시 중구 중산동 1878-3 일원,37.4970917,126.5277468,60632,"축구장,풋살장,농구장,트랙,배드민턴장",,"주차장,화장실",,공원관리사무실,2007-11-06,인천광역시 중구청,032-760-7778,160728.3157,543317.2503,인천광역시 중구청,
363,28110-00074,1호,근린공원,풋살장,,중구,인천광역시 중구 운북동 2-1잡 일원,37.4970537,126.5338519,39204,"풋살장,인라인장(X-게임장),농구장",,,,,2006-10-31,인천광역시 중구청,032-760-7778,158783.1192,546462.8553,인천광역시 중구청,농구장 추가
364,28110-00074,1호,근린공원,인라인스케이트장,,중구,인천광역시 중구 운북동 2-1잡 일원,37.4970537,126.5338519,39204,"풋살장,인라인장(X-게임장),농구장",,,,,2006-10-31,인천광역시 중구청,032-760-7778,158945.3654,546612.2006,인천광역시 중구청,농구장 추가
365,28110-00075,2호,근린공원,농구장,,중구,인천광역시 중구 운북동 194-4과 일원,37.4970537,126.5338519,66408,"농구장,배드민턴장,야외운동기구","조합놀이대,흔들놀이기구",,,,2006-10-31,인천광역시 중구청,032-760-7778,158684.2526,546537.061,인천광역시 중구청,"풋살장->농구장 변경,야외운동기구 추가"
366,28110-00075,2호,근린공원,배드민턴장,,중구,인천광역시 중구 운북동 194-4과 일원,37.4970537,126.5338519,66408,"농구장,배드민턴장,야외운동기구","조합놀이대,흔들놀이기구",,,,2006-10-31,인천광역시 중구청,032-760-7778,158676.2514,546563.4595,인천광역시 중구청,"풋살장->농구장 변경,야외운동기구 추가"
367,28110-00081,8호,근린공원,농구장,,중구,인천광역시 중구 운북동 산90-4임 일원,37.4970537,126.5338519,65176,"농구장,배드민턴장",,,,공원관리사무실,2006-10-31,인천광역시 중구청,032-760-7778,157166.6648,547935.0531,인천광역시 중구청,풋살장->농구장 변경
368,28110-00081,8호,근린공원,배드민턴장,,중구,인천광역시 중구 운북동 산90-4임 일원,37.4970537,126.5338519,65176,"농구장,배드민턴장",,,,공원관리사무실,2006-10-31,인천광역시 중구청,032-760-7778,157179.1873,547919.5038,인천광역시 중구청,풋살장->농구장 변경
369,28200-00102,만수천공원,어린이공원,야외운동기구,인천광역시 남동구 만수동 929,남동구,인천광역시 남동구 만수동 929,37.4505762,126.7267324,721,"배드민턴장,야외운동기구","조합놀이대,그네,시소,모래밭",음수전,,,1981-03-13,인천광역시 남동구청,032-453-2850,175808.2584,539078.9421,인천광역시 남동구청,"소운동장->배드민턴장 변경,야외운동기구 추가"
370,28200-00109,작은구월공원,어린이공원,야외운동기구,인천광역시 남동구 구월동 1281-8,남동구,인천광역시 남동구 구월동 1281-8,37.4495274,126.7211378,1571,"배드민턴장,야외운동기구","조합놀이대,그네,모래밭","음수전,화장실",,,1981-03-13,인천광역시 남동구청,032-453-2850,175313.8526,538940.5975,인천광역시 남동구청,"소운동장->배드민턴장 변경,야외운동기구 추가"
371,28200-00122,승기공원,근린공원,농구장,인천광역시 남동구 남촌동 605일원,남동구,인천광역시 남동구 남촌동 605일원,37.4232077,126.704707,178,"축구장,테니스장,농구장",조합놀이대,"화장실,음수장,자전거보관대",,,1985-02-06,인천광역시 남동구청,032-453-2850,173907.2812,536031.7521,인천광역시 남동구청,농구장 추가
372,28200-00133,골마루공원,근린공원,운동장,인천광역시 남동구 만수6동 1049-1,남동구,인천광역시 남동구 만수6동 1049-1,37.4392326,126.7362562,1602,"배드민턴장,족구장,농구장,운동장,테니스장,풋살장","조합놀이대,시소",화장실,,,1989-06-10,인천광역시 남동구청,032-453-2850,176663.3742,537737.3369,인천광역시 남동구청,
373,28200-00135,창대공원,어린이공원,야외운동기구,인천광역시 남동구 만수동 1083-1,남동구,인천광역시 남동구 만수동 1083-1,37.4474843,126.7361705,1774,"소운동장,야외운동기구",조합놀이대,음수전,,,1990-04-30,인천광역시 남동구청,032-453-2850,176651.0252,538717.4622,인천광역시 남동구청,야외운동기구 추가
374,28200-00148,새진매공원,어린이공원,야외운동기구,인천광역시 남동구 논현동 555,남동구,인천광역시 남동구 논현동 555,37.415805,126.7128889,1505,"배드민턴장,야외운동기구","조합놀이대,회전무대,시소",,,,1994-10-24,인천광역시 남동구청,032-453-2850,174571.1467,535204.6159,인천광역시 남동구청,야외운동기구 추가
375,28200-00155,오봉공원,근린공원,야외운동기구,인천광역시 남동구 도림동 631,남동구,인천광역시 남동구 도림동 631,37.4176482,126.7305311,1826,"농구장,배드민턴장,야외운동기구",-,화장실,,,1995-08-29,인천광역시 남동구청,032-453-2850,176161.3226,535429.6561,인천광역시 남동구청,야외운동기구 추가
376,28200-00012,갯마을공원,어린이공원,야외운동기구,인천광역시 남동구 논현동 664-3,남동구,인천광역시 남동구 논현동 664-3,37.3975207,126.700739,1568,"배드민턴장,야외운동기구","놀이벽,조합놀이대,흔들놀이",,,,2000-03-31,인천광역시 남동구청,032-453-2850,176571.1,533812.3405,인천광역시 남동구청,야외운동기구 추가
377,28200-00016,논현포대공원,근린공원,다목적운동장,"인천광역시 남동구 논현동 578-1,648-1,644-1",남동구,"인천광역시 남동구 논현동 578-1,648-1,644-1",37.4075188,126.7056111,1500,"게이트볼장,농구장,배드민턴장,테니스장,다목적운동장,X-게임장",조합놀이대,"화장실,음수전,관리사무소",야외음악당,,2000-03-31,인천광역시 남동구청,032-453-2850,174209.1295,534213.3689,인천광역시 남동구청,"다목적운동장,X-게임장 추가"
378,28200-00016,논현포대공원,근린공원,X-게임장,"인천광역시 남동구 논현동 578-1,648-1,644-1",남동구,"인천광역시 남동구 논현동 578-1,648-1,644-1",37.4075188,126.7056111,1500,"게이트볼장,농구장,배드민턴장,테니스장,다목적운동장,X-게임장",조합놀이대,"화장실,음수전,관리사무소",야외음악당,,2000-03-31,인천광역시 남동구청,032-453-2850,174071.0544,533736.6318,인천광역시 남동구청,"다목적운동장,X-게임장 추가"
379,28200-00036,돌골공원,어린이공원,야외운동기구,인천광역시 남동구 만수동822-31,남동구,인천광역시 남동구 만수동822-31,37.4619408,126.7363669,3718,"배드민턴장,야외운동기구",조합놀이대,,,,2002-03-19,인천광역시 남동구청,032-453-2850,176684.8599,540316.448,인천광역시 남동구청,야외운동기구 추가
380,28200-00082,주적체육공원,체육공원,농구장,인천광역시 남동구 남동구 도림동 413-1일원,남동구,인천광역시 남동구 남동구 도림동 413-1일원,37.4337408,126.7120825,1533,"야구장,배드민턴장,테니스장,농구장",,,,,2012-08-24,인천광역시 남동구청,032-453-2850,175666.477,534999.0117,인천광역시 남동구청,"축구장->야구장 변경,농구장 추가"
381,28110-00001,자유공원,근린공원,배드민턴장,인천광역시 중구 자유공원남로 25,중구,인천광역시 중구 송학동 1가 11-1,37.4745802,126.6221322,68112,"배드민턴장,게이트볼장",,"주차장,매점,화장실",,,1944-01-08,인천광역시 중구청,032-760-7584,166509.2601,541941.4782,인천광역시 중구청,
382,28110-00040,하늘체육공원,체육공원,배드민턴장,,중구,인천광역시 중구 중산동 1878-3 일원,37.4970917,126.5277468,60632,"축구장,풋살장,농구장,트랙,배드민턴장",,"주차장,화장실",,공원관리사무실,2007-11-06,인천광역시 중구청,032-760-7778,160755.0351,543294.7624,인천광역시 중구청,
383,28110-00040,하늘체육공원,체육공원,트랙,,중구,인천광역시 중구 중산동 1878-3 일원,37.4970917,126.5277468,60632,"축구장,풋살장,농구장,트랙,배드민턴장",,"주차장,화장실",,공원관리사무실,2007-11-06,인천광역시 중구청,032-760-7778,160771.4694,543414.7479,인천광역시 중구청,
384,28110-00074,1호,근린공원,농구장,,중구,인천광역시 중구 운북동 2-1잡 일원,37.4970537,126.5338519,39204,"풋살장,인라인장(X-게임장),농구장",,,,,2006-10-31,인천광역시 중구청,032-760-7778,158805.2599,546480.1769,인천광역시 중구청,농구장 추가
385,28110-00075,2호,근린공원,야외운동기구,,중구,인천광역시 중구 운북동 194-4과 일원,37.4970537,126.5338519,66408,"농구장,배드민턴장,야외운동기구","조합놀이대,흔들놀이기구",,,,2006-10-31,인천광역시 중구청,032-760-7778,158661.6703,546528.1273,인천광역시 중구청,"풋살장->농구장 변경,야외운동기구 추가"
386,28110-00081,8호,근린공원,농구장,,중구,인천광역시 중구 운북동 산90-4임 일원,37.4970537,126.5338519,65176,"농구장,배드민턴장",,,,공원관리사무실,2006-10-31,인천광역시 중구청,032-760-7778,157052.5214,547898.1857,인천광역시 중구청,풋살장->농구장 변경
